OBJECTID,ZONE_DIST,PD_NUM,CD_NUM,CASE_NUMBER,COUNCIL_DATE,COMMON_NAME,LONG_ZONE_DIST,GLOBALID,ORD_NUM,NOTES,RES_NUM,EFFECTIVEDATE,DISTRICTUSE,Shape__Area,Shape__Length
121,NO(A), ,,,,,NO(A),c03bfafd-0826-4f6a-848f-a42ef9c8f9f1,,,,2012/08/24 05:00:00+00,,40926.091796875,838.489557844234
122,PD,743,,Z045-225,2006/03/08 06:00:00+00,,PD-743,80cbd310-0b77-48f9-8faf-71dfabcbb907,26284,,060826,2012/08/24 05:00:00+00,,2242165.95605469,6648.90653778897
123,CS, ,,Z067-182,2007/06/13 05:00:00+00,,CS,fc492d85-21b6-4013-b102-b805cb8c4e17,26785,"ORDS_23784, 26785_R-7.5(A) to CS (area corrected) ",071792,2012/08/24 05:00:00+00,,820027.30859375,4088.05789220699
124,RR, ,,,,,RR,e71cfb37-6857-43fe-b2f0-f71f1078c97f,,,,2012/08/24 05:00:00+00,,2210867.62304688,7957.60552738318
125,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,08ad125b-023b-4555-ab57-eb0672a3cc87,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,455907.517578125,2913.5950458371
126,PD,817,,Z090-121,2010/02/10 06:00:00+00,,PD-817,d915f490-fa52-4ba2-a7c3-f35bad546cc7,27807,R-7.5(A) to PD 817_2 Tracts Development Plan,100493,2012/08/24 05:00:00+00,0,30259.46484375,700.112828418923
127,A(A), ,,Transition,1989/07/18 05:00:00+00,,A(A),c346a90f-886d-4d1e-8f01-6c1a95018438,19455,Zoning Transition to Chapter 51A_A(A) reduced/split to LI under Z189-252 (CC-10/23/2019),870470,2018/08/08 05:00:00+00,,2174322.58007812,10997.16652165
128,PD,763,,Z067-185,2007/08/08 05:00:00+00,Belmont and Bennett,PD-763,f79093fa-f22c-4288-a5a3-4a02478f41b8,26886,,072211,2012/08/24 05:00:00+00,0,498114.772460938,3661.48892446151
129,A(A), ,,Transition,1989/07/18 05:00:00+00,,A(A),cc0d7574-c24f-43a5-a1bc-70422d99b195,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,364368.791015625,3090.95254454141
130,IR, ,,Transition,1989/07/18 05:00:00+00,,IR,c8a30f9c-c0dd-4fb5-b9d0-5d8d24a4b079,19455,Zoning Transtion to Chapter 51A_IR reduced to PD 1101 per ORD 32601,870470,2023/11/08 06:00:00+00,,485144.745117188,4952.6866914837
131,PD,445,,,,,PD-445,f318e730-d286-40e7-aa59-6a5350b7e4df,,,,2012/08/24 05:00:00+00,,62624.734375,1062.55289832759
132,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,9d814ccc-4541-4ad9-a2e6-a7cd9a51601c,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,413907.836914062,4250.03577412749
133,P(A), ,,,,,P(A),c27304e5-96a4-4b69-a09f-25061ba75bb2,,,,2012/08/24 05:00:00+00,,9876.0078125,486.790782709543
134,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,d3f98200-c6a9-4532-a96b-5cc8177313ac,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,35670.2529296875,772.974810515466
135,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,2c79386e-ab5d-4939-b673-9b78aa0666a4,19455,Zoning Trasition to Cahpter 51A_portion PD 140 to CR district (+) with Deed Res under 26979,840470,2012/08/24 05:00:00+00,,1071807.50683594,5172.89934460012
136,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,6aed6a4e-1bcb-4469-85f7-5b2afa22f8e2,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,102707.638671875,1326.83505252549
137,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,e1518b28-baa5-4c41-af53-2ba5e54032e6,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,377698.71484375,2872.34752424759
138,A(A), ,,Transition,1989/07/18 05:00:00+00,,A(A),e554e74f-f4d9-41cf-90d6-330bb800a3d5,19455,Zoning Transition to Chapter 51A_A(A) district reduced/split per ORD 31667_A(A) to LI with DeedRes,870470,2020/10/13 05:00:00+00,,3088229.93066406,27137.2337752898
139,MF-2(A),,,Z156-344(OTH),2017/08/09 05:00:00+00,,MF-2(A),dc84347a-e42d-47c1-bdc2-21df37ffcd2b,30567,PD 624 to MF-2(A),171204,2017/08/24 05:00:00+00,,1082570.27156544,4334.85781253351
140,P(A), ,,,,,P(A),be3f8070-5b4e-4517-8b36-ad9a22682cb7,,,,2012/08/24 05:00:00+00,,31262.916015625,738.409926490078
141,P(A), ,,,,,P(A),84f5835e-6b92-488e-ab9e-766f32e149ba,,,,2012/08/24 05:00:00+00,,19644.2333984375,622.816589497373
142,PD,865,,Z112-232,2012/08/08 05:00:00+00,Residences at Forest Park,PD-865,13ddd3b6-05d2-41a6-a991-f200701918ba,28730,"ORDS_28537, 28730_PD 865 Amend",121954,2012/08/08 05:00:00+00,1,234711.922851562,2210.21922125772
143,TH-2(A), ,,,,,TH-2(A),42e139a7-6f53-47a4-a40f-41e9cd490ad1,,,,2012/08/24 05:00:00+00,,549452.8359375,3349.11183896177
144,RR,,,Z73-288/198-A,,,RR,8ec0968b-885f-4d99-b3e1-18d199e87227,,,,2012/08/24 05:00:00+00,,178035.962890625,1695.70148046203
145,PD,356,,,,,PD-356,d9036073-4843-4fa2-a262-4207f8bb9710,,,,2012/08/24 05:00:00+00,,563069.337890625,3204.67437554568
146,R-10(A), ,,,,,R-10(A),ddf54117-69ac-4846-b0bd-39a08c757167,,,,2012/08/24 05:00:00+00,,4332802.89648438,15770.8731529416
147,R-1/2ac(A), ,,Transition,1989/07/18 05:00:00+00,,R-1/2ac(A),64d3128c-9fb1-4711-9c87-dac5264c04b1,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,7235559.79882812,12195.8792243893
148,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,508f2360-9421-40f0-8a59-68bddc2c0cc6,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,190231.870117188,1798.69687195854
149,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,73104bc8-52ca-4f01-bb6b-1ad68b64f468,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,194800.387695312,1877.48357518626
150,PD,900,,Z123-338,2014/01/08 06:00:00+00,,PD-900,77929939-fed3-499a-8d6f-179145d173c0,29241,MU-1 to PD 900,140134,2014/01/08 06:00:00+00,0,346089.059570312,2569.02547125905
151,TH-3(A), ,,,,,TH-3(A),61e69de0-d6f7-48ea-8864-3569b4edd28a,,,,2012/08/24 05:00:00+00,,1000716.296875,4799.27910649434
152,MF-2(A), ,,,,,MF-2(A),281e10f1-1fd8-4979-8444-391caa61d6a3,,,,2012/08/24 05:00:00+00,,592652.829101562,5118.94947746362
153,NS(A), ,,Transition,1989/07/18 05:00:00+00,,NS(A),6ed3e0b0-3245-4c2b-9aa1-a0c09677a250,19455,Zoning Transition to Chapter 51A_NS(A)(-) to R-10(A)(+) per ORD 31748_Z190-133,870470,2021/01/27 06:00:00+00,,373885.001953125,3957.03887171512
154,P(A), ,,,,,P(A),1afc1766-5938-428e-b7f5-860760f06c9d,,,,2012/08/24 05:00:00+00,,8776.4033203125,499.960654835945
155,LO-1, ,,,,,LO-1,208a0fbb-91ea-4367-91d1-3a7ba09419a0,,,,2012/08/24 05:00:00+00,,88801.271484375,1200.13911138062
156,TH-3(A), ,,Z056-154,2006/06/28 05:00:00+00,,TH-3(A),6c5469f6-1d07-48fb-8cee-6ab38593a4d4,26392,DR same area as zoning change,061764,2012/08/24 05:00:00+00,,198595.822265625,2543.02827638926
157,PD,238,,,,,PD-238,28122bdc-3f8c-4f7f-8962-c9ff71efa61b,,,,2012/08/24 05:00:00+00,,308089.869140625,2456.61246523933
158,PD,771,,Z067-263,2007/11/12 06:00:00+00,Providence Christian School,PD-771,450b34c0-8800-4105-bf13-b013a574d8a9,27004,"ORDS_27004, 27322-CORR_New PD has 5 Tracts_Retain D overlay",073348,2012/08/24 05:00:00+00,2,346805.159179688,2720.91905752498
159,TH-2(A), ,,,,,TH-2(A),00ec1ac6-98ba-40e7-9d63-fd2dbbed12c6,,,,2012/08/24 05:00:00+00,,604043.865234375,3340.5924897051
160,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,159c54cd-e1b4-4a63-913d-0cdbaa431e90,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,238029.98828125,1982.39187041484
161,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,d5ea5d9d-8d79-439b-a6b4-12e69ccdca84,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,282634.390625,2208.19414914227
162,PD,391,,Z189-295,2020/01/08 06:00:00+00,Henseley Industries-Joe Field Rd,PD-391,8b2c9119-108f-43a4-9832-81cc0dc826a3,31418,"ORDS_19455, 21871, 25850-COD, 26426, 31418_PD 391 Amend_new Dev Plan_Tracts per Conceptual Plan only",200146,2020/01/08 06:00:00+00,0,929110.060546875,5106.90099689674
163,P(A), ,,,,,P(A),e4fbeb60-1afc-4d0a-ae83-cc035a886b30,,line adjustments,,2012/08/24 05:00:00+00,,22889.568359375,643.619121164346
164,MF-1(A), ,,Z078-129,2008/03/26 05:00:00+00,,MF-1(A),bca60fa6-35cc-44e8-a8e1-1c29bb788e42,27122,R-7.5(A) to MF-1(A) + Deed Res,080915,2012/08/24 05:00:00+00,,85070.48046875,1425.16764987004
165,PD,833,,Z090-200,2010/10/26 05:00:00+00,DISD_Zan Holmes Middile School,PD-833,95315a7a-342c-4a73-bc31-358ef1eea494,28043,R-5(A) to PD 833,102774,2012/08/24 05:00:00+00,0,1323946.81738281,4865.17702640772
166,LO-1, ,,,,,LO-1,c48cb4fc-8532-415a-a45d-ba8882334a78,,,,2012/08/24 05:00:00+00,,63715.30078125,1056.5187367805
167,PD,221,,,,,PD-221,42bb57c4-7f6c-489d-817d-fccaf717aed1,,,,2012/08/24 05:00:00+00,,387495.192382812,4585.26865954386
168,PD,956,,Z145-321,2016/01/27 06:00:00+00,A+ Charter School_A+ Academy High School,PD-956,607f7ad7-352e-403a-b7de-7ecb15550337,30010,R-7.5(A) to PD 956,160215,2016/01/27 06:00:00+00,1,1141373.7734375,4381.91321737102
169,PD,1066,,2022_51P CORR ORDS,2022/03/09 06:00:00+00,DISD_Walnut Hill Career Institute,PD-1066,25f25d0f-338d-4b62-ab45-64b1534549a7,32155,"ORDS_31991, 32155-51P CORR_in Sec 1066.109_Z201-132-R-16(A) to PD 1066_All of Block 6149",220447,2022/03/09 06:00:00+00,1,354852.166992188,2386.17269762778
170,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,cac77dd2-a1de-436b-96d7-7d23794d1c9e,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,186012.03515625,1788.28872017572
171,PD,674,,Z034-136/12067,2004/03/24 06:00:00+00,,PD-674,7377b3b4-ed44-4f6f-9e74-0656556ac224,25534,DISD_S.S. Conner Elementary School,,2012/08/24 05:00:00+00,,570580.9375,2956.83963056407
172,R-7.5(A), ,,,,,R-7.5(A),a937935f-8e90-48aa-9de9-ec12c57ffa51,,,,2012/08/24 05:00:00+00,,12111166.4296875,25129.5187683999
173,PD,614,,Z001-187/10288-NC,2001/09/12 05:00:00+00,Genisus Dallas North_Prestonwood Development,PD-614,0ad6de28-0bdd-47cf-84dd-b8bb3c6daa30,24708,also 3 small tracts PD 475 to RR_ORD 24707_RES 012625,012625,2012/08/24 05:00:00+00,,4229781.23535156,9461.05514842477
174,R-7.5(A), ,,,,,R-7.5(A),ccdb9bb4-2f2e-458a-96bf-4dafef6d1347,,,,2012/08/24 05:00:00+00,,1000442.171875,4034.84101883424
175,TH-2(A), ,,,,,TH-2(A),066e6666-1aa4-4c57-8c9f-3e8ae21d1add,,,,2012/08/24 05:00:00+00,,8406609.78125,17271.5846003879
176,MF-2(A), ,,Transition,1989/07/18 05:00:00+00,,MF-2(A),d46b9bc6-82db-4d8a-a1f8-587a553b344d,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,191471.629882812,1777.0347037709
177,MU-2, ,,Transition,1989/07/18 05:00:00+00,,MU-2,8e2cb1ed-19da-4785-b6b3-63f98662e69d,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,20860.7861328125,581.683585528205
178,R-7.5(A),,,,,,R-7.5(A),660350cf-7d05-4646-b315-3dd63f46da8f,,Correction portion never input into GIS,,2012/08/24 05:00:00+00,,202379.7265625,2037.34848881038
179,LO-1, ,,,,,LO-1,304d0bd4-1c36-4fa1-a82e-7f5578e417df,,,,2012/08/24 05:00:00+00,,430284.80078125,2656.53248866092
180,TH-2(A), ,,,,,TH-2(A),1dfb1eb2-06bb-48d2-bfd7-e2db274fa29b,,,,2012/08/24 05:00:00+00,,570642.818359375,5556.73471905906
181,PD,703,,Z167-198,2017/05/10 05:00:00+00,DISD_Hillcrest High School,PD-703,215523a8-226d-4af7-913a-1db36b30bc87,30459,"ORDS_25769, 29536, 30066, 30459_PD 703 Amend_30809-51P CORR (CC-3/28/2018) include Exhibit 703A-Dev Plan_Exhibit 703B Landscape Plan",170778,2017/05/10 05:00:00+00,1,956332.716796875,4125.3159761612
182,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,51c958ed-1f51-4f2e-8845-c33a9a15f33a,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,340644.19140625,2390.41928632198
183,R-5(A), ,,,,,R-5(A),e8ef5535-b644-44b6-b7f4-403e061de5a8,,,,2012/08/24 05:00:00+00,,354204.088867188,2399.07868145428
184,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,029fc274-b45d-43df-aab6-fed41c1956d4,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,30237.5966796875,755.566470229214
185,CR, ,,Transition,2014/02/12 06:00:00+00,,CR,5e617663-9bb4-49af-af92-fc2c524d38f5,19455,Zoning Transition to Chapter 51A ,84040,2014/02/12 06:00:00+00,,266264.234177113,2229.24723944707
186,R-5(A), ,,,,,R-5(A),a7b6ae5c-4821-4844-9cee-544f61cfb68b,,,,2012/08/24 05:00:00+00,,3676076.4375,10872.3579067858
187,MF-1(A),,,,,,MF-1(A),221a449a-9655-4ef5-921d-cc0c03791b35,,,,2012/08/24 05:00:00+00,,1560658.59472656,5922.89903854439
188,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,3422543e-9137-42a3-9ee7-e313c48bc152,19455,Zoning Transition to Chapter 51A_CR reduced to MU-1 per ORD 32785_CC-6/26/2024,870470,2024/06/26 05:00:00+00,,4942575.65039062,32893.5495133277
189,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,9e4953c9-b3b9-406a-825e-16b6263c930a,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,290913.255859375,2518.29648554684
190,P(A), ,,,,,P(A),bd1f844c-c532-4797-8c02-bf69dcd50ca2,,,,2012/08/24 05:00:00+00,,162830.53515625,2746.70657452227
191,MF-2(A), ,,,,,MF-2(A),2f2a06ca-d4c0-4774-979f-07a973cc7211,,,,2012/08/24 05:00:00+00,,331083.016601562,2403.1170578162
192,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,85178181-5d4f-4668-b1f8-6261271fa790,19455,Zoning Transition to Chapter 51A_CR reduced to R-5(A),870470,2021/08/11 05:00:00+00,,425130.026367188,4269.17752516498
193,MC-1, ,,,,,MC-1,24da7d75-f6be-41fa-a5ea-8e91c6dab5a7,,line adjustments,,2012/08/24 05:00:00+00,,434760.290039062,3093.08019824364
194,PD,1026,,Z189-330,2020/01/08 06:00:00+00,Oncor Lakecrest Substation,PD-1026,6fc7ef0f-7b3a-46bb-a155-809690fe447f,31419,ORDS_31419_R-7.5(A) to PD 1026 per PropDesc,200149,2020/01/08 06:00:00+00,1,312212.115234375,2277.35801066336
195,LO-3, ,,Transition,1989/07/18 05:00:00+00,,LO-3,f1a466e7-2cf0-45f1-a0c1-fa6279091cf2,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,332872.829101562,2602.29220775033
196,GO(A), ,,Transition,1989/07/18 05:00:00+00,,GO(A),904c26b2-7837-49b8-aa09-7cca07954b39,19455,Zoning Transition to Chapter 51A_GO(A) reduced to PD 580 per ORD 24827 ,870470,2012/08/24 05:00:00+00,,255382.37109375,2885.59802025942
197,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,e0c8a037-c2bc-48fa-a25a-11dc8f099d03,19455,Zoning Transition to Chapter 51A_CR (-)/split to TH-3(A) per ORD 32702,870470,2024/03/27 05:00:00+00,,175696.940429688,1666.59639730288
198,NS(A), ,,Transition,1989/07/18 05:00:00+00,,NS(A),a5790c05-fb30-4e46-9ffc-af9105e2270d,19455,Zoning Transition to Chapter 51A_NS(A)(-) to PD 1034 per ORD 31523,870470,2020/04/22 05:00:00+00,,50374.259765625,964.249210006774
199,IR, ,,Transition,1989/07/18 05:00:00+00,,IR,b295d18f-de79-48ff-bd2b-5d7f2459c745,19455,Zoning Transition to Chapter 51A_IR reduced and split to PD 468 expansion per ORD 29743_Z067-203_5/13/2015,870470,2015/05/13 05:00:00+00,,287817.484375,2667.42919045649
200,MF-1(A), ,,,,,MF-1(A),01c5d669-685b-42ae-86f8-27c1c0b31278,,,,2012/08/24 05:00:00+00,,1071516.01367188,5452.38770802987
201,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,d77062a3-ee10-420a-90e8-b04832a270b9,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,216525.336914062,2029.25878358573
202,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,4e5ef2dc-a65c-415f-9ff1-745cd1bdec9e,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,45644.63671875,959.54919798401
203,RR, ,,,,,RR,72384143-0ec6-43eb-a138-246409d2adf4,,,,2012/08/24 05:00:00+00,,30897.3046875,848.530742403119
204,NO(A), ,,,,,NO(A),7779373a-ca7d-48e2-914c-f30283a875fe,,,,2012/08/24 05:00:00+00,,7166.9580078125,444.771361719771
205,MF-2(A), ,,,,,MF-2(A),fdf5e4a9-ffc9-4f36-b23a-df8074768338,,,,2012/08/24 05:00:00+00,,723964.9921875,5020.79557424243
206,MF-1(A), ,,,,,MF-1(A),3bf78647-750c-41e4-b673-3300f459ceaa,,,,2012/08/24 05:00:00+00,,735230.549804688,5669.54755891331
207,PD,1007,,Z178-238,2018/12/12 06:00:00+00,9601 White Rock Trail,PD-1007,d19f12b9-0176-43ca-98d1-f6f0e7ecf857,31078,"NO(A), CS and R-7.5(A) to PD 1007",181857,2018/12/12 06:00:00+00,1,283356.333984375,2164.94295707996
208,D(A), ,,Transition,1989/07/18 05:00:00+00,,D(A),6f3ece60-57cb-41a9-b62e-f0e179b28cae,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,643789.404296875,3173.83318306449
209,PD,117,,,,,PD-117,9800e7cd-dba6-4eab-b6ee-480d5ea04518,,,,2012/08/24 05:00:00+00,,234809.434570312,2022.38298026804
210,PD,808,,Z078-291,2009/06/24 05:00:00+00,"Gaston/Grand ""Wrock""",PD-808,47944725-f40a-46bb-a676-af89de3f6982,27575,ORDS_27575,091658,2012/08/24 05:00:00+00,0,283698.30859375,2400.19849928343
211,IR, ,,Transition,1989/07/18 05:00:00+00,,IR,4e66b7ce-4224-409b-9bd5-1aa182826910,19455,Zoning Transition to Chapter 51A,870470,2012/08/22 05:00:00+00,,64024.5693359375,1206.27483567672
212,D(A), ,,Transition,1989/07/18 05:00:00+00,,D(A),fba9d6b9-465e-4e7e-82f0-7d99a86d18c0,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,500651.927734375,3896.15775142762
213,PD,1091,,Z212-122,2022/08/24 05:00:00+00,17111 & 17177 Preston Road,PD-1091,229c8661-15e9-4490-b5ab-97edf7e1410e,32274,ORDS_32274_LO-1 to PD 1091 with 2 Tracts per Conceptual Plan,221250,2022/08/24 05:00:00+00,1,394015.212009907,2634.81888580364
214,PD,850,,Z101-145,2011/06/22 05:00:00+00,Urban Living Laboratory,PD-850,89176191-0e47-44dd-aee0-91384ef016f7,28246,"ORDS_28246, 29430_PD 850 reduced leaving a small remainder",111742,2014/08/27 05:00:00+00,1,76212.823494032,1808.61514996114
215,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,86f2b57c-7404-4f6f-ba08-71a0bff28d89,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,93081.640625,1663.63010214282
216,MU-1, ,,,,,MU-1,a000df4c-5ba2-4ee1-9f2c-228d30ffc1f5,,,,2012/08/24 05:00:00+00,,47513.00390625,871.625242515306
217,MF-1(A), ,,,,,MF-1(A),933c2a90-5ac1-4c99-83a8-b1e9336e1add,,,,2012/08/24 05:00:00+00,,370800.853515625,2839.35034138039
218,R-5(A), ,,,,,R-5(A),d628e21e-80f1-4528-aff3-a14a0fd5219d,,,,2012/08/24 05:00:00+00,,3210899.19042969,8962.92822958682
219,TH-3(A), ,,,,,TH-3(A),e9db4d7c-f625-44a2-9fc9-73eb84d31ddb,,,,2012/08/24 05:00:00+00,,922980.38671875,4356.41321942116
220,D(A), ,,Z212-159,2023/10/25 05:00:00+00,,D(A),ea11c0bb-606f-4e62-921f-27f7c6db6f72,32583,R-7.5(A) to D(A) with Deed Res under Z212-159 ORD 32583,231479,2023/10/25 05:00:00+00,,82924.5198888779,1313.51145873793
221,R-7.5(A), ,,,,,R-7.5(A),2d817dc2-bdd4-48b6-8b3a-04e707947576,,,,2012/08/24 05:00:00+00,,1512099.44140625,5137.92041779948
222,MF-2(A), ,,,,,MF-2(A),b8b0c56f-be51-4d2b-baea-51a3d83477e6,,,,2012/08/24 05:00:00+00,,894533.413085938,4466.62064846531
223,LO-1, ,,,,,LO-1,6ce528a8-a112-42a4-82e3-fe8035b256ae,,,,2012/08/24 05:00:00+00,,536731.793945312,3429.12797522754
224,MF-1(A), ,,,,,MF-1(A),d89412f5-9cde-4fc3-8cef-4246628add0b,,,,2012/08/24 05:00:00+00,,1405628.38769531,5125.61490579041
225,D(A), ,,Transition,1989/07/18 05:00:00+00,,D(A),2927ef4c-7fd3-4c5d-b4bf-25e7967e1141,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,1065236.52734375,5492.10193951723
226,MF-2(A), ,,,,,MF-2(A),2870b308-b0a2-4d15-9c16-765e0062eaa5,,,,2012/08/24 05:00:00+00,,413422.204101562,2905.55165672765
227,R-10(A), ,,,,,R-10(A),dcfd0085-5ab4-4047-b37b-cade11e62545,,,,2012/08/24 05:00:00+00,,490017.360351562,4066.73695604414
228,MO-2, ,,Transition,1989/07/18 05:00:00+00,,MO-2,32756a94-c300-420e-bb2f-e00ad4584a65,19455,MO-2 reduced to CR per ORD 28229,870470,2012/08/24 05:00:00+00,,180692.669921875,2246.67193372383
229,MU-1, ,,,,,MU-1,a0bfcbf3-793e-439c-ac01-216155db9347,,,,2012/08/24 05:00:00+00,,40966.708984375,835.244851437039
230,MU-3, ,,Z090-132,2010/04/28 05:00:00+00,,MU-3,6d85126c-7e8a-4c39-8951-9d7da3629360,27863,IR to MU-3+Deed Restrictions (not posted need Tract Legals),101110,2012/08/24 05:00:00+00,,8132302.29589844,12781.2205557974
231,MF-2(A), ,,,,,MF-2(A),6d967f06-bb9e-4e9a-9f73-45359190c54d,,,,2012/08/24 05:00:00+00,,1189631.15039062,4712.44889537566
232,MU-1, ,,Transition,1989/07/18 05:00:00+00,,MU-1,7f3cd036-112a-4f1a-9f12-aa378604944e,19455,Zoning Transition to Chapter 51A_MU-1 district increased per ORD 27278,870470,2012/08/24 05:00:00+00,,52098.5693359375,954.532249942643
233,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,c3200b2f-0b54-4c04-aa4f-8468366e6616,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,214418.451171875,2392.61900867961
234,PD,135,,Z812-114/5648-E,1982/01/27 06:00:00+00,,PD-135,e166728b-e2df-4b27-9f89-4c7eece7bc15,17272,"ORDS_17272, 24286-COD, 27678_PD 135 reduced to RR increased",820356,2012/08/24 05:00:00+00,,407341.875976562,3220.79147501939
235,RR, ,,,,,RR,9c57ec24-6de5-4fbd-beb1-cb0e6ee0b3e7,,,,2012/08/24 05:00:00+00,,100917.0234375,1336.48568151943
236,MF-1(A), ,,,,,MF-1(A),3f0996e8-b49a-4b1b-abe6-18d05516337f,,,,2012/08/24 05:00:00+00,,91394.904296875,1209.91350782216
237,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,788a6f51-db9c-4c18-a52a-5998066f6825,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,16930.8447265625,586.440328565309
238,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,93c4baf6-b7a3-449e-b701-efe902e3753a,19455,Zoning Transition to Chapter 51A_CR(-)/split to MU-3 with DeedRes,870470,2024/02/28 06:00:00+00,,148667.646484375,1572.85482441091
239,PD,963,,Z156-195,2016/05/25 05:00:00+00,HPISD_Highland Park Elementary School # 5,PD-963,b0066e90-ba64-4459-8de0-7f4d59f8237d,30099,R-7.5(A) to PD 963 per ORD 30099,160856,2016/05/25 05:00:00+00,1,254846.504882812,2241.90878053723
240,MF-2(A), ,,,,,MF-2(A),f195b650-5efa-4358-a94d-7ca14779aaed,,,,2012/08/24 05:00:00+00,,836790.297851562,5579.91273664447
241,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,cb2e4df2-660d-4305-8f6b-ab531662e934,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,10142.849609375,437.58589142418
242,R-5(A), ,,Z201-341,2022/01/12 06:00:00+00,,R-5(A),512ce0be-e850-43d2-9a9f-7c3f8bc3df9d,32100,CR(-) to R-5(A) per PropDesc_DCAD parcel20 not matched to aerial,220176,2022/01/12 06:00:00+00,,13285.51171875,493.355554333497
243,MU-1, ,,,,,MU-1,a55697f6-c792-464f-819c-d4259f461945,,,,2012/08/24 05:00:00+00,,1098533.50390625,4736.93710067761
244,PD,301,,,,,PD-301,9205d426-b24e-41cb-b6cd-117c5e7a2072,,,,2012/08/24 05:00:00+00,,73678.755859375,1114.92211855202
245,R-7.5(A), ,,Transition,1989/07/18 05:00:00+00,,R-7.5(A),4c98b546-6fe2-4971-96b1-27bcfe3dda9a,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,400419.044921875,3127.88862072079
246,NS(A), ,,,,,NS(A),64868c76-6652-4158-8cdf-f5cebc9836f9,,,,2012/08/24 05:00:00+00,,11717.732421875,474.807842214526
247,R-1ac(A), ,,,,,R-1ac(A),d4797b3c-fd2a-4951-8180-ea5a01901b86,,,,2012/08/24 05:00:00+00,,4333.423828125,399.87659089896
248,NO(A), ,,Z090-248,2010/12/08 06:00:00+00,,NO(A),1c5e2e58-6009-4f16-a673-839544fe2544,28067,Zoning district goes to city limit line pass the street centerlines,103041,2012/08/24 05:00:00+00,,431956.478515625,2578.46235726678
249,TH-3(A), ,,Transition,1989/07/18 05:00:00+00,,TH-3(A),c3b5f7d9-9aa3-466b-a41b-ef86d450ae0a,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,1350541.8671875,5949.00620097655
